type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
multi_family,1923.0,9.0,6.0,6.0,,3.0,3720.0,,,415000.0,2006-06-20,267750.0,for_sale
single_family,1967.0,3.0,2.0,2.0,,2.0,,1075.0,,,,169900.0,for_sale
single_family,1950.0,3.0,2.0,2.0,,2.0,,1207.0,2.0,30000.0,1987-08-10,169900.0,for_sale
single_family,1920.0,1.0,1.0,1.0,,,,900.0,3.0,,,135000.0,for_sale
single_family,1924.0,3.0,2.0,1.0,1.0,3.0,6749.0,1517.0,1.0,156000.0,1996-01-30,549000.0,for_sale
condos,2024.0,5.0,5.0,4.0,1.0,2.0,,3510.0,2.0,,,1600000.0,for_sale
single_family,1916.0,4.0,3.0,3.0,,2.0,3750.0,,2.0,152500.0,1994-10-19,635000.0,for_sale
single_family,1956.0,3.0,1.0,1.0,,2.0,3001.0,1000.0,1.0,68000.0,2015-05-15,270000.0,for_sale
single_family,1929.0,2.0,3.0,2.0,1.0,1.0,,2240.0,,,,699000.0,for_sale
single_family,1923.0,3.0,4.0,4.0,,,,3000.0,,,,549000.0,for_sale
single_family,1898.0,4.0,3.0,2.0,1.0,3.0,8600.0,1650.0,2.0,381500.0,2005-10-20,437500.0,for_sale
single_family,1914.0,4.0,2.0,2.0,,,6554.0,1504.0,2.0,,,439000.0,for_sale
single_family,1910.0,2.0,1.0,1.0,,,,1200.0,3.0,,,137500.0,for_sale
single_family,1939.0,3.0,3.0,2.0,1.0,,6199.0,2400.0,2.0,396500.0,2018-04-30,599000.0,for_sale
condos,2004.0,4.0,4.0,3.0,1.0,2.0,,4308.0,26.0,545000.0,2006-01-27,3950000.0,for_sale
condos,1920.0,2.0,2.0,2.0,,1.0,,1050.0,4.0,310000.0,2019-10-03,349999.0,for_sale
single_family,1948.0,3.0,2.0,2.0,,2.0,,893.0,1.0,,,290000.0,for_sale
townhomes,1989.0,4.0,3.0,3.0,,1.0,,2700.0,4.0,778000.0,2018-09-18,1030000.0,for_sale
multi_family,1905.0,6.0,2.0,2.0,,,3250.0,,,31000.0,2013-09-04,159900.0,for_sale
condos,1971.0,1.0,1.0,1.0,,1.0,,,56.0,135500.0,2004-10-20,149500.0,for_sale
condos,2024.0,4.0,3.0,2.0,1.0,8.0,,,4.0,350000.0,2019-08-13,479900.0,for_sale
condos,1924.0,2.0,2.0,2.0,,,,1400.0,3.0,133000.0,2021-04-21,185000.0,for_sale
single_family,1910.0,3.0,3.0,3.0,,2.0,3125.0,2251.0,2.0,400000.0,2011-08-16,624900.0,for_sale
condos,1895.0,2.0,2.0,2.0,,,,,5.0,292500.0,2004-09-20,240000.0,for_sale
condos,2005.0,2.0,2.0,2.0,,,,1300.0,3.0,380000.0,2019-05-07,450000.0,for_sale
condos,2020.0,3.0,3.0,2.0,1.0,1.0,,1800.0,5.0,,,599900.0,for_sale
townhomes,1976.0,4.0,2.0,2.0,,,,1600.0,3.0,395000.0,2003-05-02,799000.0,for_sale
townhomes,1978.0,4.0,4.0,3.0,1.0,,,2700.0,2.0,203000.0,1994-07-05,899000.0,for_sale
condos,1906.0,3.0,2.0,2.0,,,,1000.0,3.0,174000.0,2007-07-26,269900.0,for_sale
condos,,2.0,2.0,2.0,,,,,3.0,242000.0,2022-11-09,272000.0,for_sale
single_family,1937.0,2.0,2.0,2.0,,1.0,4050.0,1307.0,1.0,79500.0,2000-07-25,245000.0,for_sale
single_family,1900.0,6.0,5.0,4.0,1.0,2.0,10890.0,5140.0,3.0,1985000.0,2015-12-09,2225000.0,for_sale
single_family,1886.0,4.0,3.0,3.0,,,1924.0,3500.0,2.0,1420000.0,2010-09-15,1749000.0,for_sale
single_family,1959.0,2.0,2.0,2.0,,2.0,3125.0,1022.0,1.0,99000.0,2011-09-21,375000.0,for_sale
condos,1931.0,2.0,2.0,2.0,,,,,3.0,90000.0,2021-04-14,225000.0,for_sale
single_family,1999.0,4.0,4.0,3.0,1.0,2.0,3125.0,3300.0,3.0,795000.0,2017-10-30,1100000.0,for_sale
multi_family,1908.0,11.0,3.0,3.0,,,3049.0,4500.0,,455000.0,2018-03-23,599000.0,for_sale
single_family,1924.0,2.0,2.0,2.0,,1.0,,2200.0,,,,495000.0,for_sale
single_family,1926.0,4.0,3.0,3.0,,1.0,,2600.0,,,,599000.0,for_sale
single_family,1942.0,3.0,2.0,2.0,,2.0,3781.0,1516.0,2.0,91500.0,2023-07-14,276000.0,for_sale
condos,,3.0,3.0,2.0,1.0,1.0,,,3.0,760000.0,2022-08-03,785000.0,for_sale
condos,2007.0,2.0,2.0,2.0,,,,1145.0,18.0,355000.0,2018-11-08,369000.0,for_sale
single_family,1952.0,4.0,2.0,2.0,,2.0,4675.0,1904.0,2.0,,,249900.0,for_sale
single_family,1912.0,3.0,4.0,3.0,1.0,2.0,1541.0,2698.0,3.0,540000.0,1988-08-31,1200000.0,for_sale
single_family,1896.0,3.0,4.0,3.0,1.0,2.0,3750.0,3800.0,2.0,394000.0,2022-05-25,1349000.0,for_sale
single_family,2020.0,3.0,4.0,3.0,1.0,2.0,1991.0,3050.0,3.0,1399000.0,2020-07-09,2200000.0,for_sale
condos,1998.0,2.0,2.0,2.0,,,,1400.0,4.0,430000.0,2021-02-25,439900.0,for_sale
condos,2000.0,2.0,2.0,2.0,,1.0,,,3.0,312500.0,2017-08-07,465000.0,for_sale
single_family,1946.0,3.0,2.0,2.0,,2.0,4375.0,1750.0,2.0,,,279500.0,for_sale
condos,1964.0,2.0,1.0,1.0,,,15000.0,1000.0,14.0,,,75000.0,for_sale
single_family,1929.0,5.0,2.0,2.0,,1.0,3735.0,3554.0,1.0,335000.0,2017-10-04,295000.0,for_sale
single_family,1911.0,4.0,3.0,3.0,,2.0,4600.0,2300.0,2.0,102500.0,2023-01-12,360000.0,for_sale
condos,1962.0,1.0,1.0,1.0,,,,906.0,29.0,145000.0,2005-12-05,105000.0,for_sale
condos,2005.0,2.0,2.0,2.0,,1.0,,1525.0,1.0,475000.0,2016-03-28,525900.0,for_sale
condos,2020.0,5.0,6.0,5.0,1.0,3.0,,4700.0,6.0,,,3595000.0,for_sale
condos,,2.0,2.0,2.0,,,,1000.0,3.0,,,269000.0,for_sale
condos,1925.0,3.0,3.0,2.0,1.0,,,1509.0,3.0,65000.0,2012-09-21,275000.0,for_sale
single_family,1908.0,3.0,4.0,3.0,1.0,1.0,1800.0,5460.0,3.0,3595000.0,2009-04-08,3735000.0,for_sale
townhomes,1945.0,3.0,2.0,1.0,1.0,,,936.0,2.0,117000.0,2021-05-14,99000.0,for_sale
multi_family,2008.0,9.0,6.0,6.0,,,3049.0,,,430000.0,2007-01-22,299896.0,for_sale
single_family,1921.0,4.0,3.0,3.0,,2.0,3136.0,2200.0,2.0,105000.0,2023-05-25,335000.0,for_sale
condos,1968.0,2.0,2.0,2.0,,,,1200.0,20.0,157000.0,2023-06-30,165000.0,for_sale
single_family,1893.0,3.0,2.0,1.0,1.0,2.0,,1350.0,2.0,64000.0,2011-06-29,294900.0,for_sale
single_family,2024.0,5.0,5.0,4.0,1.0,2.0,2400.0,,3.0,850000.0,2022-06-14,2799900.0,for_sale
single_family,1895.0,5.0,2.0,2.0,,,6450.0,1800.0,2.0,160000.0,2005-10-03,210000.0,for_sale
condos,1965.0,2.0,2.0,2.0,,,,1100.0,2.0,110000.0,2009-06-30,153000.0,for_sale
multi_family,1903.0,4.0,2.0,2.0,,2.0,2700.0,1800.0,,,,849900.0,for_sale
single_family,1895.0,4.0,2.0,1.0,1.0,,,2000.0,2.0,,,100000.0,for_sale
single_family,,5.0,2.0,2.0,,,6800.0,1700.0,2.0,,,139900.0,for_sale
condos,1927.0,2.0,2.0,2.0,,,,,24.0,255000.0,2005-08-24,309000.0,for_sale
condos,,1.0,1.0,1.0,,,,454.0,2.0,,,140000.0,for_sale
condos,1963.0,2.0,1.0,1.0,,1.0,,990.0,25.0,270000.0,2018-09-27,325000.0,for_sale
single_family,1912.0,4.0,2.0,2.0,,2.0,4500.0,1856.0,2.0,215000.0,2007-01-11,349900.0,for_sale
single_family,1885.0,3.0,3.0,2.0,1.0,2.0,2400.0,,2.0,795000.0,2019-07-17,995000.0,for_sale
single_family,1915.0,3.0,1.0,1.0,,1.0,6621.0,816.0,1.0,200000.0,2021-08-06,259900.0,for_sale
single_family,1927.0,6.0,2.0,2.0,,2.0,5227.0,2217.0,2.0,55000.0,2013-10-23,176000.0,for_sale
multi_family,1924.0,7.0,6.0,3.0,3.0,2.0,3125.0,,,287500.0,2006-08-10,252798.0,for_sale
single_family,1950.0,4.0,2.0,1.0,1.0,1.0,7550.0,1642.0,2.0,130000.0,1984-12-06,659000.0,for_sale
condos,1972.0,1.0,1.0,1.0,,,,1100.0,4.0,272500.0,2018-12-27,245000.0,for_sale
single_family,1895.0,8.0,8.0,7.0,1.0,3.0,5888.0,6000.0,3.0,185000.0,1976-12-08,2499000.0,for_sale
condos,2005.0,3.0,2.0,2.0,,1.0,,,4.0,450000.0,2019-09-09,525000.0,for_sale
single_family,1956.0,3.0,2.0,2.0,,2.0,4138.0,1891.0,,110000.0,1989-12-14,379999.0,for_sale
condos,2005.0,3.0,2.0,2.0,,2.0,,1550.0,7.0,489000.0,2005-04-27,599000.0,for_sale
condos,,3.0,2.0,2.0,,,,1800.0,3.0,335000.0,2018-04-24,450000.0,for_sale
single_family,2024.0,6.0,5.0,4.0,1.0,3.0,3750.0,4200.0,2.0,550000.0,2023-01-11,1925000.0,for_sale
single_family,1928.0,3.0,3.0,3.0,,2.0,3899.0,1712.0,2.0,175000.0,2012-02-16,365000.0,for_sale
condos,1965.0,2.0,2.0,2.0,,,,980.0,5.0,200000.0,2004-03-05,259999.0,for_sale
condos,1888.0,2.0,2.0,2.0,,,,,2.0,212500.0,2009-06-02,320000.0,for_sale
single_family,1952.0,5.0,2.0,2.0,,2.0,3750.0,2100.0,2.0,,,299900.0,for_sale
multi_family,1890.0,5.0,5.0,4.0,1.0,,3049.0,,,155000.0,2022-10-14,260000.0,for_sale
single_family,1957.0,3.0,2.0,2.0,,2.0,3125.0,,1.0,125000.0,2021-12-27,259900.0,for_sale
condos,2006.0,3.0,2.0,2.0,,1.0,,,4.0,825000.0,2017-10-11,975000.0,for_sale
condos,2003.0,1.0,1.0,1.0,,1.0,,,8.0,235000.0,2013-10-07,305000.0,for_sale
townhomes,2004.0,2.0,3.0,2.0,1.0,1.0,,,2.0,,,499000.0,for_sale
condos,1974.0,3.0,2.0,1.0,1.0,,,1430.0,3.0,,,310000.0,for_sale
single_family,1917.0,5.0,3.0,3.0,,2.0,3149.0,1987.0,2.0,255000.0,2006-11-02,358000.0,for_sale
single_family,1921.0,4.0,2.0,2.0,,1.0,3720.0,1191.0,2.0,340100.0,2017-07-20,315000.0,for_sale
single_family,1920.0,4.0,3.0,3.0,,2.0,,1809.0,2.0,280000.0,2018-04-16,384000.0,for_sale
condos,1998.0,1.0,1.0,1.0,,1.0,,1100.0,5.0,155000.0,2015-09-22,267000.0,for_sale
multi_family,2024.0,10.0,7.0,7.0,,,3125.0,6000.0,,80000.0,2018-09-07,1350000.0,for_sale
multi_family,1979.0,9.0,5.0,5.0,,2.0,3750.0,,,400000.0,2020-09-22,575000.0,for_sale
single_family,1941.0,3.0,1.0,1.0,,,1742.0,992.0,2.0,,,150000.0,for_sale
multi_family,1966.0,8.0,4.0,4.0,,2.0,3125.0,,,85000.0,2017-01-19,199000.0,for_sale
single_family,1920.0,3.0,1.0,1.0,,2.0,,978.0,1.0,12000.0,2010-12-14,115000.0,for_sale
single_family,1920.0,3.0,2.0,2.0,,2.0,2448.0,1626.0,2.0,117044.0,2013-02-11,385000.0,for_sale
condos,1965.0,1.0,1.0,1.0,,,,773.0,14.0,,,125000.0,for_sale
single_family,1893.0,3.0,2.0,1.0,1.0,,3125.0,,2.0,60000.0,2009-12-24,350000.0,for_sale
single_family,1880.0,2.0,3.0,3.0,,,1442.0,,1.0,525000.0,2021-02-16,650000.0,for_sale
multi_family,1897.0,8.0,3.0,3.0,,,3049.0,,,60000.0,2010-05-21,400000.0,for_sale
single_family,1994.0,3.0,3.0,3.0,,2.0,3990.0,2478.0,,214000.0,1998-11-24,450000.0,for_sale
single_family,2024.0,3.0,4.0,3.0,1.0,2.0,8712.0,2736.0,2.0,,,489900.0,for_sale
single_family,1947.0,3.0,3.0,2.0,1.0,2.0,3750.0,2520.0,2.0,105000.0,2022-06-29,365000.0,for_sale
multi_family,,4.0,2.0,2.0,,2.0,,,,,,395000.0,for_sale
single_family,1916.0,3.0,3.0,3.0,,2.0,4260.0,2000.0,2.0,345000.0,2005-04-27,625000.0,for_sale
multi_family,1903.0,4.0,2.0,2.0,,2.0,3125.0,,,35000.0,1999-07-19,324900.0,for_sale
single_family,1964.0,4.0,2.0,2.0,,2.0,,1404.0,,155000.0,1998-05-13,339000.0,for_sale
single_family,1969.0,4.0,2.0,2.0,,2.0,4883.0,2052.0,,350000.0,2020-02-06,499100.0,for_sale
condos,1977.0,2.0,2.0,2.0,,1.0,,1000.0,5.0,180000.0,2020-05-20,200000.0,for_sale
townhomes,1990.0,2.0,3.0,2.0,1.0,1.0,,,2.0,375000.0,2005-07-05,499900.0,for_sale
multi_family,1903.0,4.0,2.0,2.0,,,3100.0,,,,,129000.0,for_sale
single_family,1975.0,3.0,2.0,2.0,,,3751.0,1600.0,2.0,66500.0,2023-05-10,244000.0,for_sale
single_family,1949.0,3.0,2.0,1.0,1.0,2.0,3746.0,1404.0,2.0,60000.0,1992-04-23,229900.0,for_sale
condos,1914.0,2.0,2.0,2.0,,,,,3.0,280000.0,2021-11-26,315000.0,for_sale
multi_family,1885.0,6.0,4.0,4.0,,,3125.0,,,300000.0,2018-04-18,475000.0,for_sale
single_family,1938.0,3.0,2.0,2.0,,2.0,3690.0,1360.0,1.0,132000.0,1994-07-25,419000.0,for_sale
single_family,1880.0,3.0,3.0,3.0,,2.0,3650.0,,2.0,,,409000.0,for_sale
single_family,1927.0,3.0,2.0,2.0,,2.0,3720.0,1200.0,2.0,,,324900.0,for_sale
single_family,1900.0,4.0,3.0,2.0,1.0,2.0,,1535.0,2.0,47000.0,1981-09-30,790000.0,for_sale
condos,,2.0,2.0,2.0,,,,1050.0,4.0,395000.0,2004-11-16,484000.0,for_sale
single_family,1915.0,4.0,3.0,2.0,1.0,2.0,7500.0,2300.0,3.0,318000.0,2016-09-12,799900.0,for_sale
single_family,1920.0,4.0,4.0,3.0,1.0,2.0,,3363.0,2.0,,,419900.0,for_sale
condos,1912.0,3.0,3.0,3.0,,1.0,,2515.0,4.0,875000.0,2021-04-23,1000000.0,for_sale
single_family,1948.0,3.0,3.0,2.0,1.0,1.0,5456.0,1359.0,2.0,237500.0,2021-07-22,550000.0,for_sale
single_family,1916.0,5.0,3.0,3.0,,2.0,6037.0,3200.0,2.0,100000.0,2023-04-20,400000.0,for_sale
condos,1975.0,2.0,2.0,2.0,,1.0,,1300.0,27.0,450000.0,2016-09-13,450000.0,for_sale
condos,,3.0,2.0,2.0,,,,1500.0,3.0,,,288500.0,for_sale
condos,2008.0,1.0,1.0,1.0,,,,933.0,6.0,,,365000.0,for_sale
single_family,1943.0,3.0,2.0,1.0,1.0,2.0,,1232.0,2.0,134500.0,2002-07-08,289900.0,for_sale
condos,1960.0,2.0,2.0,2.0,,,,,18.0,420000.0,2008-08-28,290000.0,for_sale
condos,2007.0,1.0,1.0,1.0,,,,,10.0,180000.0,2019-10-02,225000.0,for_sale
condos,1968.0,3.0,3.0,3.0,,,,1806.0,70.0,760000.0,2021-07-14,865000.0,for_sale
multi_family,1890.0,5.0,3.0,3.0,,3.0,,,,,,199000.0,for_sale
single_family,2000.0,3.0,2.0,2.0,,2.0,5293.0,1533.0,2.0,220000.0,2016-06-29,310000.0,for_sale
condos,,2.0,2.0,2.0,,,,1900.0,12.0,,,389500.0,for_sale
single_family,1956.0,3.0,3.0,3.0,,2.0,3125.0,,2.0,108000.0,1991-07-09,340000.0,for_sale
single_family,1957.0,3.0,2.0,2.0,,2.0,2701.0,950.0,1.0,,,329500.0,for_sale
single_family,1947.0,4.0,2.0,2.0,,2.0,4792.0,1413.0,2.0,110000.0,2003-12-15,250000.0,for_sale
multi_family,1918.0,5.0,3.0,2.0,1.0,2.0,3049.0,,,155000.0,2021-03-23,612893.0,for_sale
condos,2000.0,3.0,2.0,2.0,,,,1204.0,3.0,216000.0,2003-04-02,425000.0,for_sale
condos,2000.0,1.0,1.0,1.0,,1.0,,,3.0,307500.0,2021-07-12,380000.0,for_sale
single_family,1956.0,2.0,1.0,1.0,,,4032.0,945.0,1.0,,,259900.0,for_sale
condos,2013.0,2.0,2.0,2.0,,1.0,,,3.0,520000.0,2021-10-05,550000.0,for_sale
single_family,1885.0,3.0,1.0,1.0,,2.0,2976.0,860.0,2.0,28000.0,1997-06-26,111900.0,for_sale
multi_family,1898.0,5.0,2.0,2.0,,,3049.0,2600.0,,,,229000.0,for_sale
condos,1922.0,2.0,1.0,1.0,,,,1400.0,19.0,,,259000.0,for_sale
single_family,1928.0,4.0,3.0,3.0,,2.0,3751.0,3000.0,2.0,140000.0,2021-04-22,135900.0,for_sale
multi_family,1932.0,6.0,3.0,3.0,,2.0,4000.0,,,,,399900.0,for_sale
single_family,1896.0,4.0,3.0,3.0,,1.0,2065.0,,3.0,,,849000.0,for_sale
condos,1967.0,2.0,2.0,2.0,,1.0,,1825.0,40.0,310000.0,2023-09-13,835000.0,for_sale
single_family,1959.0,3.0,2.0,1.0,1.0,2.0,3751.0,1239.0,1.0,80000.0,1993-07-21,309999.0,for_sale
condos,1914.0,2.0,2.0,1.0,1.0,,,1500.0,4.0,640000.0,2013-10-16,565000.0,for_sale
condos,1929.0,2.0,2.0,2.0,,,,1350.0,4.0,45000.0,2016-09-29,155000.0,for_sale
condos,1974.0,3.0,3.0,2.0,1.0,,,1800.0,54.0,690000.0,2017-10-30,725000.0,for_sale
condos,1997.0,2.0,2.0,2.0,,1.0,,1250.0,3.0,,,485000.0,for_sale
single_family,1957.0,3.0,4.0,3.0,1.0,2.0,10725.0,3336.0,2.0,510500.0,2015-09-10,1250000.0,for_sale
condos,2003.0,3.0,3.0,3.0,,1.0,,2200.0,2.0,,,549000.0,for_sale
multi_family,1896.0,7.0,4.0,4.0,,2.0,3049.0,,,135000.0,1990-03-14,779000.0,for_sale
single_family,1945.0,2.0,2.0,1.0,1.0,2.0,3872.0,1211.0,2.0,98500.0,2017-06-12,115000.0,for_sale
multi_family,1907.0,5.0,2.0,2.0,,,,,,,,185000.0,for_sale
multi_family,,4.0,2.0,2.0,,2.0,5000.0,,,214000.0,2000-05-11,369900.0,for_sale
single_family,1926.0,4.0,2.0,2.0,,,3125.0,2478.0,2.0,300500.0,2023-05-03,499900.0,for_sale
condos,1914.0,1.0,1.0,1.0,,,,1200.0,7.0,,,225000.0,for_sale
townhomes,2023.0,3.0,4.0,3.0,1.0,2.0,1180.0,2300.0,3.0,,,599900.0,for_sale
single_family,1906.0,3.0,3.0,2.0,1.0,2.0,3125.0,1426.0,2.0,60000.0,1998-05-27,215000.0,for_sale
condos,1969.0,3.0,4.0,3.0,1.0,2.0,,2900.0,39.0,470000.0,2023-05-22,655000.0,for_sale
condos,1891.0,2.0,1.0,1.0,,,,1100.0,3.0,,,123000.0,for_sale
condos,2004.0,3.0,3.0,2.0,1.0,2.0,,,3.0,700000.0,2007-08-21,850000.0,for_sale
single_family,,4.0,3.0,3.0,,2.0,3123.0,,1.0,640000.0,2020-10-22,899950.0,for_sale
single_family,1898.0,5.0,3.0,2.0,1.0,,3025.0,2536.0,2.0,20000.0,1976-11-09,49900.0,for_sale
condos,1975.0,1.0,1.0,1.0,,1.0,,816.0,55.0,239000.0,2005-09-09,210000.0,for_sale
condos,1924.0,1.0,1.0,1.0,,1.0,,1100.0,18.0,,,350000.0,for_sale
condos,2004.0,3.0,4.0,3.0,1.0,1.0,,2400.0,3.0,669000.0,2021-05-04,799000.0,for_sale
townhomes,1989.0,3.0,3.0,2.0,1.0,1.0,,1750.0,2.0,227000.0,2000-09-08,475000.0,for_sale
single_family,,4.0,5.0,4.0,1.0,2.0,8117.0,,2.0,,,1600000.0,for_sale
single_family,1926.0,4.0,3.0,3.0,,,6250.0,1674.0,2.0,135000.0,2002-02-06,159900.0,for_sale
condos,2007.0,2.0,2.0,2.0,,1.0,,1350.0,14.0,419500.0,2007-04-06,510000.0,for_sale
multi_family,1895.0,7.0,2.0,2.0,,1.0,2614.0,960.0,,,,280000.0,for_sale
single_family,1895.0,4.0,2.0,2.0,,,3125.0,1359.0,2.0,35000.0,2017-04-05,99000.0,for_sale
single_family,1920.0,2.0,1.0,1.0,,2.0,3150.0,1200.0,2.0,119000.0,1995-08-31,315000.0,for_sale
single_family,1915.0,4.0,3.0,3.0,,2.0,2652.0,1400.0,2.0,95000.0,2006-08-21,125000.0,for_sale
single_family,1990.0,4.0,4.0,3.0,1.0,2.0,2625.0,3300.0,3.0,344800.0,1995-04-27,1250000.0,for_sale
condos,1912.0,3.0,2.0,2.0,,,,,3.0,,,109900.0,for_sale
single_family,1923.0,3.0,2.0,2.0,,,3125.0,1080.0,2.0,230000.0,2007-10-12,215000.0,for_sale
single_family,1923.0,4.0,4.0,3.0,1.0,,,3600.0,,,,1050000.0,for_sale
condos,2004.0,3.0,2.0,2.0,,1.0,,,3.0,266500.0,2023-12-15,409000.0,for_sale
single_family,2004.0,4.0,4.0,3.0,1.0,2.0,2520.0,,2.0,1066000.0,2019-08-08,1350000.0,for_sale
single_family,1953.0,3.0,1.0,1.0,,2.0,3125.0,900.0,,123000.0,2006-02-15,153000.0,for_sale
single_family,1926.0,4.0,6.0,5.0,1.0,1.0,,4350.0,,,,1149000.0,for_sale
townhomes,1996.0,4.0,3.0,2.0,1.0,1.0,,,3.0,400000.0,2016-10-04,524900.0,for_sale
condos,2006.0,1.0,1.0,1.0,,,,735.0,5.0,160000.0,2022-03-29,169000.0,for_sale
multi_family,1888.0,6.0,2.0,2.0,,,4059.0,3108.0,,,,149000.0,for_sale
single_family,1961.0,3.0,2.0,2.0,,2.0,,2080.0,1.0,148000.0,2000-09-15,319900.0,for_sale
condos,1962.0,3.0,2.0,2.0,,1.0,,1498.0,27.0,,,260000.0,for_sale
condos,2002.0,3.0,3.0,2.0,1.0,3.0,,3700.0,37.0,1705000.0,2016-06-03,1449000.0,for_sale
multi_family,1946.0,6.0,5.0,5.0,,2.0,6200.0,3654.0,,,,749000.0,for_sale
single_family,1918.0,3.0,2.0,1.0,1.0,2.0,4059.0,,2.0,42500.0,1980-05-13,215000.0,for_sale
